name,maxplayers,minage,minplayers,minplaytime,playtime,yearpublished,category,mechanic,publisher,average,weightaverage,numberofweights,owned,position,usersrated,langdep,suggested1player,suggested2player,suggested3player,suggested4player,suggested5player,suggested6player,suggested7player,suggested8player,suggested9player,suggested10player,suggestedOver10player,suggestedPlayerAge
"Fool's Gold",5,14,3,60,90,2015,"Exploration","Commodity Speculation,Dice Rolling,Press Your Luck,Set Collection,Worker Placement","Passport Game Studios,Rock Paper Scissors Games",7.17901,2.2857,7,443,2887,223,No,NotRecommended,NotRecommended,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,null
"Student Bodies",5,14,2,90,90,2014,"Horror,Zombies","Action Point Allowance System,Dice Rolling,Grid Movement,Hand Management,Modular Board,Take That,Variable Player Powers","Angry Duck Games LLC,Smirk & Dagger Games",6.7098,2.7273,11,472,4676,149,Moderate,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,Recommended,12
"Xanadú",6,13,2,40,70,2012,"Ancient,Card Game,Economic,Industry / Manufacturing","Card Drafting,Hand Management,Worker Placement","Azahar Juegos,Quined Games",6.69091,2.1923,26,631,2994,320,No,NotRecommended,Recommended,Recommended,Best,NotRecommended,NotRecommended,null,null,null,null,NotRecommended,12
"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set",4,13,1,90,90,2013,"Adventure,Card Game,Fantasy,Fighting","Co-operative Play,Deck / Pool Building,Dice Rolling,Hand Management,Role Playing","Paizo Publishing,Black Book Editions,Devir,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Ulisses Spiele",7.35705,2.7088,656,14952,229,9568,Extensive,Recommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,10
"Tin Goose",5,10,3,90,150,2016,"Aviation / Flight,Economic","Auction/Bidding,Point to Point Movement,Route/Network Building","Rio Grande Games",7.0687,2.9091,11,328,2498,299,Some,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,10
"Island Siege",4,13,2,45,45,2013,"Card Game,Dice,Nautical","Card Drafting,Dice Rolling","APE Games",6.88086,1.9167,24,571,2993,256,Some,NotRecommended,Best,Best,Best,null,null,null,null,null,null,NotRecommended,8
"Dead Panic",6,13,2,90,90,2013,"Zombies","Action Point Allowance System,Co-operative Play,Dice Rolling,Hand Management,Variable Player Powers","Edge Entertainment,Fireside Games",6.12474,2.2683,41,1827,3206,737,Moderate,NotRecommended,Recommended,Recommended,Best,Recommended,NotRecommended,null,null,null,null,NotRecommended,8
"Sushi Go!",5,8,2,15,15,2013,"Card Game","Card Drafting,Hand Management,Set Collection,Simultaneous Action Selection","Adventureland Games,Cocktail Games,Devir,Gamewright,Kanga Games,Lifestyle Boardgames Ltd,NeoTroy Games,REBEL.pl,uplay.it edizioni,White Goblin Games,Zoch Verlag",7.14811,1.1684,748,30160,301,17506,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,6
"City of Remnants",4,13,2,90,90,2013,"Dice,Economic,Fighting,Science Fiction,Territory Building","Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Card Drafting,Deck / Pool Building,Dice Rolling,Grid Movement,Hand Management,Tile Placement,Variable Player Powers,Worker Placement","Plaid Hat Games",6.90332,3.0635,63,1664,1412,948,Extensive,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Sigismundus Augustus: Dei gratia rex Poloniae",5,12,3,120,120,2012,"Economic,Negotiation,Renaissance","Acting,Area Control / Area Influence,Deck / Pool Building,Dice Rolling,Trading,Voting,Worker Placement","Fabryka Gier Historycznych,Fundacja Niepodlegoci",7.38604,3.7692,13,301,3239,169,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,12
"Mythotopia",4,13,2,60,120,2014,"Card Game,Fantasy,Medieval,Mythology,Territory Building,Wargame","Area Control / Area Influence,Deck / Pool Building,Hand Management","Treefrog Games",6.9751,3.093,86,2439,1114,1227,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"RARRR!!",6,8,3,45,60,2014,"Card Game,Humor","Auction/Bidding,Card Drafting,Hand Management,Set Collection","APE Games",5.64012,1.7273,11,461,9937,124,No,NotRecommended,NotRecommended,Recommended,Recommended,NotRecommended,NotRecommended,null,null,null,null,null,null
"Temple Run: Danger Chase",4,8,2,0,0,2012,"Adventure,Dice,Electronic,Exploration,Video Game Theme","Dice Rolling","Spin Master Ltd.",5.79621,1.2222,18,561,7505,219,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,null,6
"A Fool's Fortune",3,13,2,45,45,2012,"Card Game","Hand Management,Set Collection","Rio Grande Games",6.23451,2.5,14,584,5105,202,Moderate,NotRecommended,Best,NotRecommended,null,null,null,null,null,null,null,NotRecommended,10
"Vem aí a Troika",4,10,2,45,45,2012,"Bluffing,Card Game,Humor","Hand Management,Set Collection","Devir,Tabletip Games",6.04773,1.9091,11,219,7934,111,Moderate,NotRecommended,Recommended,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,12
"Bauhaus",4,14,2,30,30,2013,"Abstract Strategy","Area Enclosure","Edge Entertainment",6.91424,2,15,220,3760,191,No,NotRecommended,Best,Recommended,Best,null,null,null,null,null,null,NotRecommended,6
"Dark Empire: Revolution",5,12,3,60,60,2013,"Bluffing,Card Game,Comic Book / Strip,Negotiation","Hand Management,Simultaneous Action Selection","Giochi Uniti,spielpunk,Stratelibri",6.73485,2.4706,17,350,4088,169,No,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,12
"Euphoria: Build a Better Dystopia",6,13,2,60,60,2013,"Science Fiction","Dice Rolling,Hand Management,Set Collection,Variable Player Powers,Worker Placement","Stonemaier Games,ADC Blackfire Entertainment,ADC Blackfire Entertainment GmbH,Fire on Board Jogos,GaGa Games,Morning Players",7.34736,3.1077,362,7660,284,5711,Moderate,NotRecommended,Recommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,12
"Axis & Allies: WWI 1914",8,12,2,480,480,2013,"Economic,Wargame,World War I","Area Movement,Dice Rolling,Partnerships","Avalon Hill (Hasbro),Wizards of the Coast",7.19966,2.6053,38,976,2127,447,Some,NotRecommended,Recommended,Recommended,Recommended,Recommended,Recommended,NotRecommended,NotRecommended,null,null,NotRecommended,14
"Mini Curling Game",8,7,2,20,30,2012,"Action / Dexterity,Party Game,Sports","Partnerships,Simulation","Egmont Polska,IELLO,KOSMOS,Mindtwister AB,Peliko,Sunnyland,Vennerød Forlag AS",6.72201,1.3,10,361,3368,234,No,NotRecommended,Best,NotRecommended,Best,NotRecommended,NotRecommended,NotRecommended,NotRecommended,null,null,NotRecommended,5
"Guilds of London",4,10,1,45,45,2016,"Medieval","Area Control / Area Influence,Hand Management","2Tomatoes,Czacha Games,Frosted Games,Surprised Stare Games Ltd,Tasty Minstrel Games",7.13862,2.9697,33,1934,1111,983,No,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Hostage Negotiator",1,13,1,20,20,2015,"Card Game,Dice","Card Drafting,Dice Rolling,Hand Management","Heidelberger Spieleverlag,Van Ryder Games",7.20063,1.9718,71,3095,835,1444,Some,Best,null,null,null,null,null,null,null,null,null,NotRecommended,14
"Two Rooms and a Boom",30,8,6,15,15,2013,"Bluffing,Deduction,Negotiation,Party Game,Spies/Secret Agents","Acting,Partnerships,Variable Player Powers,Voting","Tuesday Knight Games",7.07234,1.4175,103,3626,725,2215,Some,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,Best,Recommended,12
"The Little Prince: Make Me a Planet",5,8,2,25,25,2013,"Novel-based,Territory Building","Card Drafting,Set Collection","Asmodee,Asterion Press,Broadway Toys LTD,Gém Klub Kft.,Heidelberger Spieleverlag,Hobby Japan,Kaissa Chess & Games,Lautapelit.fi,Lex Games,Ludonaute,REBEL.pl,REXhry",6.93064,1.6027,146,2883,832,2332,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,8
"Phantom Leader Deluxe",1,12,1,30,30,2013,"Aviation / Flight,Vietnam War,Wargame","null","Dan Verssen Games (DVG)",8.081,2.7586,29,703,1983,250,Moderate,Best,null,null,null,null,null,null,null,null,null,NotRecommended,14
"Tower",4,12,1,60,60,2013,"Arabian,Print & Play","Set Collection,Worker Placement","The Game Crafter, LLC,Undine Studios",6.09741,2,10,616,5854,185,Moderate,null,null,null,Best,null,null,null,null,null,null,null,8
"Zogar's Gaze",5,12,1,40,40,2013,"Adventure,Card Game,Dice,Fantasy","Dice Rolling,Memory,Press Your Luck,Set Collection","Grey Gnome Games",5.62794,1.3636,11,325,11250,136,Moderate,Recommended,Recommended,Best,Recommended,NotRecommended,null,null,null,null,null,NotRecommended,8
"Zen Garden",4,10,2,15,30,2013,"Puzzle","Tile Placement","FunFair,Mayfair Games",5.75101,1.7778,9,504,8634,149,No,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,10
"Golden Horn: Von Venedig nach Konstantinopel",4,8,2,45,45,2013,"Medieval,Transportation","Modular Board,Pick-up and Deliver,Set Collection","Giochi Uniti,Kaissa Chess & Games,Piatnik",6.45464,1.75,12,325,4433,183,No,null,Recommended,Recommended,Best,null,null,null,null,null,null,null,8
"Crazy Lab",5,10,3,20,20,2013,"Card Game","Trick-taking","AMIGO Spiel + Freizeit GmbH,Corfix",5.96703,2.25,8,204,8166,128,No,NotRecommended,NotRecommended,Best,Best,Best,null,null,null,null,null,NotRecommended,8
"Channel A",6,12,3,30,30,2012,"Card Game,Movies / TV / Radio theme,Party Game,Print & Play","Acting,Storytelling,Voting","Asmadi Games,The Game Crafter, LLC,Yaruki Zero Games",6.74467,1.5,12,261,4589,150,null,NotRecommended,NotRecommended,NotRecommended,Best,Recommended,Best,null,null,null,null,Recommended,null
"Guilds of Cadwallon",4,10,2,30,30,2013,"Fantasy","Area Control / Area Influence,Set Collection,Tile Placement","CMON Limited",6.52234,1.8125,48,1406,2450,644,Some,NotRecommended,Best,Best,Best,null,null,null,null,null,null,Recommended,10
"Smash Up: Awesome Level 9000",2,12,2,45,45,2013,"Card Game,Fantasy,Horror,Humor,Pirates,Prehistoric,Science Fiction,Spies/Secret Agents","Area Control / Area Influence,Hand Management,Take That,Variable Player Powers","Alderac Entertainment Group (AEG),Edge Entertainment,Galápagos Jogos,Hobby World,IELLO,Kaissa Chess & Games,Pegasus Spiele,uplay.it edizioni",7.37938,2.1288,163,13234,302,5013,Extensive,NotRecommended,Recommended,null,null,null,null,null,null,null,null,Best,12
"Formula E",6,8,3,60,60,2014,"Animals,Racing,Sports,Transportation","Grid Movement,Hand Management,Point to Point Movement","Clever Mojo Games,Game Salute",6.29568,1.5,8,246,5683,139,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,Best,null,null,null,null,null,8
"Paradise Fallen: The Card Game",4,8,2,30,30,2013,"Card Game,Exploration","Area Movement,Hand Management,Modular Board","Crash Games",5.94328,1.7778,9,372,7847,134,No,Recommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,8
"Lords of War: Orcs versus Dwarves",8,12,2,30,30,2012,"Card Game,Fantasy,Wargame","Hand Management,Player Elimination,Variable Player Powers","Black Box Games Publishing,Galakta,Heidelberger Spieleverlag,Svt deskových her",6.86131,1.9,20,588,3431,267,No,NotRecommended,Best,NotRecommended,Recommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,null,null,NotRecommended,8
"The Battle of Five Armies",2,13,2,90,240,2014,"Adventure,Fantasy,Miniatures,Novel-based,Wargame","Area Movement,Dice Rolling,Hand Management","Ares Games,Devir,Galakta,Heidelberger Spieleverlag,IELLO,Raven Distribution",7.99731,3.52,100,3619,358,1420,Extensive,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,12
"Triassic Terror",6,14,2,90,120,2013,"Animals,Prehistoric,Territory Building","Area Control / Area Influence,Card Drafting","Eagle-Gryphon Games,Kayal Games",7.06104,2.7843,51,1054,1646,591,No,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,null
"Electronic Catch Phrase",99,8,4,20,20,2000,"Electronic,Party Game","null","Basic Fun, Inc.,Hasbro",6.59068,1.0857,35,1141,2594,498,Unplayable,NotRecommended,NotRecommended,NotRecommended,Recommended,NotRecommended,Recommended,NotRecommended,Best,NotRecommended,Best,NotRecommended,8
"Serenissima (second edition)",4,13,2,90,90,2012,"Economic,Nautical,Renaissance","Area Control / Area Influence,Area Movement,Dice Rolling,Partnerships,Pick-up and Deliver,Trading","Asmodee,Stupor Mundi,Ystari Games",7.0275,2.9216,51,1272,1601,657,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Shadowrun: Crossfire",4,13,1,30,60,2014,"Adventure,Card Game,Fantasy,Science Fiction","Co-operative Play,Deck / Pool Building,Variable Player Powers","Black Book Editions,Catalyst Game Labs,Editora New Order",7.3181,2.7985,134,4211,530,2407,Extensive,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"The Mushroom Eaters",5,18,2,90,90,2013,"Adventure,Ancient,Exploration","Hand Management,Point to Point Movement","Blast City Games",7.21375,2.5,6,279,3748,128,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,16
"Wizard's Brew",6,13,3,75,75,2013,"Fantasy","Auction/Bidding,Hand Management","Eagle-Gryphon Games",5.81089,1.9167,12,464,8261,124,Moderate,NotRecommended,NotRecommended,Recommended,Best,Recommended,NotRecommended,null,null,null,null,NotRecommended,8
"Tales & Games: Baba Yaga",5,6,2,15,15,2013,"Action / Dexterity,Children's Game,Memory,Novel-based,Party Game,Real-time","Memory,Simultaneous Action Selection","Albi,Asterion Press,Delta Vision Publishing,IELLO,Lex Games,Portal Games,Purple Brain Creations",5.62158,1.1875,16,856,10314,285,No,NotRecommended,Recommended,Best,Best,Best,null,null,null,null,null,null,5
"Tales & Games: The Three Little Pigs",5,7,2,20,20,2013,"Animals,Children's Game,Dice,Novel-based","Dice Rolling,Press Your Luck,Take That","Albi,Asmodee,Asterion Press,Delta Vision Publishing,GoKids ,HomoLudicus,IELLO,Lex Games,Portal Games,Purple Brain Creations",6.56149,1.1636,55,2423,1693,1229,No,NotRecommended,Recommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,5
"New Dawn",4,12,2,90,120,2014,"Dice,Economic,Science Fiction,Space Exploration","Area Control / Area Influence,Hand Management,Tile Placement,Variable Player Powers","Artipia Games,Stronghold Games",7.0378,3.0294,34,1355,1956,459,Moderate,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,14
"A Fake Artist Goes to New York",10,8,5,20,20,2012,"Bluffing,Deduction,Party Game","Line Drawing","Oink Games",7.14854,1.2,35,1639,1027,1057,No,NotRecommended,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Best,Best,Recommended,Recommended,Recommended,8
"Fish Cook",6,12,2,45,45,2012,"Card Game,Dice,Economic,Print & Play","Card Drafting,Dice Rolling,Hand Management,Set Collection,Trading","(Web published),Cheapass Games",6.9281,1.84,25,542,2889,274,No,NotRecommended,Recommended,Best,Recommended,Best,Best,null,null,null,null,NotRecommended,10
"Titanium Wars",4,12,3,60,90,2013,"Card Game,Negotiation,Science Fiction,Space Exploration","Simultaneous Action Selection","Euphoria Games,Heidelberger Spieleverlag,IELLO",6.24533,2.4706,17,791,4060,327,Some,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Rivet Wars: Eastern Front",2,14,2,30,30,2013,"Miniatures,Wargame","Dice Rolling,Grid Movement,Modular Board,Variable Player Powers","Asmodee,CMON Limited,Edge Entertainment",7.19433,2.4444,45,1695,1683,563,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,Recommended,10
"Asante",2,10,2,40,40,2013,"Card Game,Economic","Action Point Allowance System,Hand Management,Set Collection","cosaic,Filosofia Éditions,KOSMOS,Ludonova,White Goblin Games,Z-Man Games",7.01373,2.0175,57,2260,1180,1074,Moderate,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Dice Devils",6,8,3,30,30,2013,"Dice","Auction/Bidding,Dice Rolling,Set Collection,Variable Player Powers","KOSMOS",5.06928,1.2,5,142,12697,108,Some,null,null,null,null,Recommended,null,null,null,null,null,null,null
"Forbidden Desert",5,10,2,45,45,2013,"Adventure,Fantasy,Science Fiction","Action Point Allowance System,Co-operative Play,Grid Movement,Modular Board,Pick-up and Deliver,Set Collection,Variable Player Powers","Cocktail Games,Competo / Marektoy,Devir,Gamewright,Lifestyle Boardgames Ltd,Schmidt Spiele,uplay.it edizioni,White Goblin Games",7.28635,2.0427,609,25192,222,14698,Some,Recommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,8
"The Walking Dead Card Game",10,15,2,20,20,2013,"Card Game,Movies / TV / Radio theme,Zombies","Hand Management,Simultaneous Action Selection","Cryptozoic Entertainment",5.51099,1.2917,24,877,11279,405,No,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,Recommended,Recommended,Recommended,Best,NotRecommended,10
"Dungeon Dice",5,8,2,20,20,2014,"Adventure,Dice,Medieval,Negotiation","Deck / Pool Building,Dice Rolling","Golden Games,Potluck Games",7.07344,2.1163,43,1108,2417,477,No,NotRecommended,Recommended,Best,Best,Best,null,null,null,null,null,null,6
"Ignis",2,8,2,20,20,2013,"Abstract Strategy","Pattern Building","HUCH! & friends,Zvezda",6.04333,1.5714,7,202,7510,108,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,null
"Ka-Boom",5,6,2,30,30,2013,"Action / Dexterity,Children's Game","Pattern Building","Asterion Press,Blue Orange Games,Broadway Toys LTD,HUCH! & friends,IELLO",6.35175,1.0714,14,374,4223,226,No,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,null
"Voodoo Mania",6,7,2,20,20,2013,"Card Game,Real-time","Pattern Recognition","Foxgames (Poland),FoxMind,HUCH! & friends,MINDOK,Passport Game Studios,Zvezda",5.15448,1.375,8,508,12857,145,No,NotRecommended,Recommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,null,8
